First,Last,Nickname,Date of Birth,Height,Weight,Reach,Stance,Wins,Losses,Draws,Belt,SLpM,Str.Acc,SApM,Str.Def,TD.Avg,TD.Acc,TD.Def,Sub.Avg
William,Macario,Patolino,Jul 01 1991,5' 11",170 lbs.,75.0",Orthodox,9,3,0,--,4.92,54,3.96,65,1.85,45,78,0.0
Jason,MacDonald,The Athlete,Jun 03 1975,6' 3",185 lbs.,80.0",Orthodox,25,16,0,--,1.55,52,2.70,46,1.43,16,35,2.0
Rob,MacDonald,Maximus,Sep 05 1978,6' 3",205 lbs.,78.0",Orthodox,5,4,0,--,1.80,50,2.04,46,7.19,80,80,5.4
Rory,MacDonald,Red King,Jul 22 1989,6' 0",170 lbs.,76.0",Orthodox,19,4,0,--,3.75,42,2.80,62,1.77,47,88,0.4
Ryan,MacDonald,Main Event,Mar 18 1993,5' 11",135 lbs.,71.0",Switch,10,2,0,--,2.28,29,6.49,45,0.00,0,0,0.0
Veronica,Macedo,,Oct 30 1995,5' 4",125 lbs.,64.0",Southpaw,6,4,1,--,3.13,39,5.06,43,0.57,18,46,0.6
Clayton,MacFarlane,,--,--,170 lbs.,--,,4,1,0,--,1.33,52,1.82,55,1.05,33,37,0.0
Ilima,Macfarlane,,--,5' 4",125 lbs.,--,,6,0,0,--,4.13,43,2.93,65,0.00,0,50,1.0
Lyoto,Machida,The Dragon,May 30 1978,6' 1",185 lbs.,74.0",Southpaw,24,8,0,--,2.59,53,1.57,61,1.21,65,75,0.4
War,Machine,,Nov 30 1981,5' 11",170 lbs.,--,Orthodox,14,5,0,--,2.32,60,3.17,43,1.16,50,40,0.0
Anthony,Macias,Mad Dog,--,5' 9",185 lbs.,--,Switch,26,18,0,--,0.00,0,0.00,0,0.00,0,0,0.0
Pauline,Macias,PITA,Jun 27 1988,5' 4",115 lbs.,64.0",Southpaw,4,1,0,--,0.80,29,4.60,42,2.00,18,0,0.0
Reza,Madadi,Mad Dog,Jun 20 1978,5' 11",155 lbs.,73.0",Orthodox,14,6,0,--,2.51,46,3.31,66,3.17,33,89,0.5
Don,Madge,Magic Man,Nov 12 1990,6' 0",155 lbs.,72.0",Southpaw,9,3,1,--,2.08,52,0.74,67,2.22,25,80,0.7
Ryan,Madigan,,--,6' 0",170 lbs.,--,Orthodox,5,3,0,--,0.00,0,3.35,47,0.00,0,0,0.0
Jon,Madsen,,Feb 12 1980,6' 0",240 lbs.,72.0",Orthodox,8,2,0,--,2.46,41,1.18,81,1.32,71,70,0.0
Mark,Madsen,The Olympian,Sep 23 1984,5' 8",155 lbs.,72.0",Orthodox,10,0,0,--,2.28,42,2.53,46,8.33,64,0,0.0
Yoshiro,Maeda,,Oct 31 1981,5' 7",139 lbs.,68.0",Southpaw,35,16,5,--,2.36,33,2.55,63,2.93,51,50,0.7
Leonardo,Mafra,Macarrao,Apr 25 1989,5' 10",155 lbs.,70.0",Orthodox,13,4,0,--,4.55,48,4.38,43,2.12,83,69,0.4
Vinny,Magalhaes,Pezao,Jul 02 1984,6' 3",205 lbs.,75.0",Orthodox,14,9,0,--,2.14,24,3.97,68,1.55,44,66,0.8
Vinicius,Magalhaes,Draculinho,Jul 30 1971,--,145 lbs.,--,,2,1,0,--,0.00,0,0.00,0,0.00,0,0,0.0
Caio,Magalhaes,Hellboy,Dec 14 1987,6' 1",185 lbs.,73.0",Orthodox,10,3,0,--,2.27,40,2.78,56,1.05,15,58,1.6
Bernardo,Magalhaes,Trekko,Apr 08 1981,5' 9",155 lbs.,--,Orthodox,13,4,0,--,1.80,27,3.37,68,0.00,0,0,0.5
Eric,Magana,,--,--,--,--,,1,1,0,--,0.00,0,0.00,0,0.00,0,0,0.0
Brandon,Magana,,--,--,170 lbs.,--,Orthodox,6,2,0,--,0.00,0,0.00,0,0.00,0,0,0.0
Angela,Magana,Your Majesty,Aug 02 1983,5' 1",115 lbs.,65.0",Orthodox,11,9,0,--,1.53,28,4.92,42,0.40,25,28,0.4
Neil,Magny,The Haitian Sensation,Aug 03 1987,6' 3",170 lbs.,80.0",Orthodox,25,9,0,--,3.67,46,2.06,56,2.44,42,57,0.3
Ibragim,Magomedov,,--,6' 0",250 lbs.,--,Orthodox,22,8,1,--,0.26,4,3.86,42,0.00,0,0,0.0
Rashid,Magomedov,Highlander,Nov 29 1984,5' 9",155 lbs.,70.0",Orthodox,20,2,0,--,4.40,49,3.05,54,0.67,57,89,0.2
Ruslan,Magomedov,Leopard,Nov 26 1986,6' 3",242 lbs.,78.0",Orthodox,14,1,0,--,4.02,47,1.47,66,0.33,100,88,0.0
Zabit,Magomedsharipov,,Mar 01 1991,6' 1",145 lbs.,73.0",Orthodox,18,1,0,--,4.89,48,3.00,64,5.22,56,77,0.8
John,Maguire,The One,May 19 1983,5' 9",155 lbs.,69.0",Southpaw,24,9,0,--,1.41,41,2.44,65,2.80,46,77,1.1
Lolohea,Mahe,,--,--,--,--,,10,4,1,--,1.71,29,6.92,40,2.44,40,0,0.0
Michelle,Maher,,--,--,145 lbs.,--,,1,2,0,--,0.00,0,0.00,0,0.00,0,0,0.0
Bill,Mahood,The Butcher,Feb 01 1967,6' 3",200 lbs.,--,Orthodox,20,7,1,--,1.54,85,3.59,17,0.00,0,0,3.9
Klayton,Mai,,Nov 30 1986,5' 9",125 lbs.,--,,8,3,0,--,1.53,42,1.02,63,3.83,100,0,7.7
Demian,Maia,,Nov 06 1977,6' 1",170 lbs.,72.0",Southpaw,28,10,0,--,1.82,43,2.03,63,2.55,26,61,1.0
Jennifer,Maia,,Oct 06 1988,5' 4",125 lbs.,64.0",Orthodox,18,6,1,--,3.34,39,3.52,52,0.34,50,56,0.2
Levan,Makashvili,The Hornet,Jan 07 1989,5' 8",145 lbs.,68.0",Orthodox,15,2,1,--,2.87,54,2.07,61,3.67,42,85,0.0
John,Makdessi,The Bull,May 03 1985,5' 8",155 lbs.,68.0",Orthodox,18,7,0,--,5.57,51,4.02,69,0.00,0,89,0.0
Islam,Makhachev,,Oct 27 1991,5' 10",155 lbs.,70.0",Southpaw,19,1,0,--,2.00,56,0.77,70,3.46,68,93,1.0
Aliev,Makhmud,,Feb 13 1970,5' 6",195 lbs.,--,Southpaw,0,1,0,--,1.12,30,2.24,36,2.10,50,0,0.0
Zach,Makovsky,Fun Size,Apr 19 1983,5' 4",125 lbs.,64.0",Southpaw,20,8,0,--,1.94,43,2.24,62,3.71,30,56,0.3
Jeremy,Malaterre,,--,5' 11",155 lbs.,--,,4,2,0,--,0.00,0,0.00,0,0.00,0,0,0.0
Fabio,Maldonado,Caipira de Aco,Mar 17 1980,6' 1",205 lbs.,75.0",Orthodox,23,11,0,--,5.29,58,4.31,53,0.44,57,61,0.6
Marvin,Maldonado,The Bulldog,--,5' 6",135 lbs.,--,,2,4,0,--,0.87,56,3.47,43,0.00,0,20,0.0
Bea,Malecki,,Aug 23 1991,5' 9",135 lbs.,74.0",Orthodox,4,0,0,--,6.78,46,6.14,62,0.00,0,78,1.4
Nazareno,Malegarie,El Tigre,May 16 1986,5' 8",155 lbs.,--,,28,4,0,--,3.87,34,3.27,69,1.00,33,0,0.0
Carl,Malenko,,--,5' 11",200 lbs.,--,Orthodox,6,4,0,--,0.00,0,0.00,0,0.00,0,0,0.0
Jacob,Malkoun,Mamba,Aug 26 1995,5' 9",185 lbs.,73.0",Orthodox,5,1,0,--,1.76,47,1.83,51,7.84,33,0,2.0
Mike,Malott,The Main Attraction,--,6' 0",145 lbs.,--,,5,1,1,--,4.53,36,4.53,51,2.00,33,0,0.0
Troy,Mandaloniz,Rude Boy,Feb 01 1980,5' 9",170 lbs.,--,Orthodox,3,2,0,--,3.52,56,4.71,63,3.10,66,57,0.0
Nate,Maness,Mayhem,Jun 27 1991,5' 10",135 lbs.,72.0",Orthodox,13,1,0,--,2.40,45,4.63,45,1.33,66,88,0.7
Michael,Mangan,,--,--,155 lbs.,--,,0,3,0,--,1.94,33,4.52,46,19.35,50,100,0.0
Gary,Mangat,,--,5' 7",135 lbs.,--,,15,3,0,--,0.00,0,0.00,0,0.00,0,0,0.0
Melvin,Manhoef,No Mercy,May 11 1976,5' 9",185 lbs.,--,Orthodox,30,14,1,--,3.52,48,2.64,51,0.33,25,78,0.0
Melchor,Manibusan,Barracuda,Dec 27 1976,5' 5",154 lbs.,--,Southpaw,2,4,0,--,1.58,54,5.79,15,0.00,0,0,0.0
Jon,Manley,,Jul 07 1986,6' 1",170 lbs.,--,Orthodox,9,4,0,--,1.13,20,4.33,45,1.00,7,20,0.0
Steve,Mann,,--,6' 1",170 lbs.,--,,12,5,0,--,3.18,70,0.66,57,1.64,100,60,0.0
Chris,Manuel,,Jul 21 1987,5' 9",135 lbs.,--,Orthodox,9,7,2,--,2.53,40,2.67,66,1.00,20,100,0.0
Jimi,Manuwa,Poster Boy,Feb 18 1980,6' 1",205 lbs.,79.0",Orthodox,17,6,0,--,3.43,54,3.97,49,0.53,18,70,0.4
Cristiano,Marcello,,Dec 03 1977,5' 9",155 lbs.,72.0",Orthodox,13,6,0,--,2.56,33,3.61,58,0.44,11,20,0.9
Jose,Maria,No Chance,Jan 04 1982,5' 5",125 lbs.,--,Orthodox,37,7,0,--,3.20,53,3.98,52,2.32,27,33,2.3
Marcos,Mariano,Dhalsim,Oct 12 1986,6' 1",155 lbs.,76.0",Switch,6,6,0,--,0.25,27,2.11,43,0.00,0,28,0.0
Enrique,Marin,Wasabi,Sep 02 1986,5' 10",170 lbs.,--,,10,4,0,--,1.43,33,3.00,50,2.50,38,60,1.0
Ronny,Markes,,Apr 21 1988,6' 1",185 lbs.,75.0",Orthodox,17,5,0,--,2.17,53,2.43,45,3.13,40,100,0.5
Rory,Markham,,Mar 25 1982,6' 0",170 lbs.,71.0",Orthodox,17,6,0,--,1.98,21,10.27,45,0.00,0,0,0.0
Randa,Markos,Quiet Storm,Aug 10 1985,5' 4",115 lbs.,63.0",Orthodox,10,12,1,--,2.87,42,3.27,58,1.20,28,52,0.2
Christina,Marks,,Nov 08 1985,5' 7",125 lbs.,69.0",Orthodox,8,9,0,--,5.00,58,3.00,64,7.50,100,0,0.0
Nate,Marquardt,The Great,Apr 20 1979,6' 0",185 lbs.,74.0",Orthodox,35,19,2,--,2.71,49,2.32,55,1.87,51,70,0.8
Danilo,Marques,,Dec 26 1985,6' 6",205 lbs.,77.0",Orthodox,11,2,0,--,1.81,88,1.41,50,4.83,34,0,1.2
Julian,Marquez,The Cuban Missile Crisis,May 08 1990,6' 2",185 lbs.,72.0",Orthodox,9,2,0,--,4.20,45,3.13,55,0.00,0,53,3.2
Carmelo,Marrero,The Fury,Jan 26 1981,6' 0",205 lbs.,73.0",Orthodox,16,6,0,--,0.84,34,2.04,54,3.21,36,36,0.9
Cesar,Marscucci,,--,--,--,--,,3,2,0,--,0.00,0,0.00,0,0.00,0,0,0.0
John,Marsh,,Sep 15 1970,6' 0",265 lbs.,--,Orthodox,8,7,0,--,0.83,42,2.23,40,0.43,100,54,0.4
CJ,Marsh,,--,--,--,--,,5,7,0,--,0.00,0,0.00,0,0.00,0,0,0.0
Eliot,Marshall,Fire,Jul 07 1980,6' 2",205 lbs.,77.0",Orthodox,10,4,0,--,1.93,27,2.39,67,0.47,33,79,0.9
Doug,Marshall,The Rhino,Sep 09 1975,5' 10",205 lbs.,--,Orthodox,18,8,0,--,6.99,46,4.02,60,0.00,0,66,2.4
David,Marshall,,Aug 24 1984,6' 2",170 lbs.,--,,8,4,0,--,0.00,0,0.00,0,0.00,0,0,0.0
Jack,Marshman,The Hammer,Dec 19 1989,6' 0",185 lbs.,73.0",Orthodox,23,10,0,--,2.74,25,4.19,56,0.00,0,20,0.0
Terry,Martin,,Oct 10 1980,5' 8",185 lbs.,71.0",Orthodox,23,11,0,--,2.82,43,3.13,54,3.10,42,92,0.0
Eric,Martin,,--,--,--,--,,0,1,0,--,0.00,0,0.00,0,0.00,0,0,0.0
Justin,Martin,,--,6' 0",185 lbs.,--,,4,3,0,--,0.00,0,0.00,0,0.00,0,0,0.0
Dave,Martin,,--,6' 0",205 lbs.,--,,0,2,0,--,0.00,0,0.00,0,0.00,0,0,0.0
Joe,Martin,,--,5' 9",170 lbs.,--,,6,8,0,--,0.73,40,2.40,45,0.00,0,16,0.0
Anthony Rocco,Martin,,Dec 11 1989,6' 0",170 lbs.,73.0",Orthodox,17,6,0,--,2.68,37,2.59,58,0.71,27,68,1.0
Mallory,Martin,,Jan 29 1994,5' 4",115 lbs.,63.0",Orthodox,7,4,0,--,3.99,59,5.53,58,3.37,63,25,0.5
Michal,Martinek,,Apr 19 1990,6' 2",230 lbs.,--,Southpaw,7,1,0,--,2.45,53,4.29,51,0.00,0,0,0.0
Rainy,Martinez,,--,6' 0",199 lbs.,--,Orthodox,0,2,0,--,0.00,0,0.00,0,0.00,0,0,0.0
Danny,Martinez,The Gremlin,Jun 14 1985,5' 6",125 lbs.,67.0",Orthodox,21,8,0,--,2.73,28,3.77,63,3.00,45,36,0.0
Alonzo,Martinez,Zo Diddy,Apr 22 1984,5' 10",155 lbs.,--,,42,20,1,--,3.07,27,7.33,52,0.00,0,0,0.0
Henry,Martinez,Sicario,Aug 07 1983,5' 7",155 lbs.,69.0",Southpaw,9,4,0,--,2.79,25,4.01,60,0.00,0,80,0.0
Jonathan,Martinez,Dragon,Apr 20 1994,5' 8",135 lbs.,70.0",Southpaw,13,4,0,--,4.27,46,3.81,58,0.48,37,63,0.0
Poppies,Martinez,The Tachi Kid,Aug 19 1983,5' 9",145 lbs.,--,,29,11,0,--,2.88,50,2.16,51,1.54,33,50,9.2
Andrew,Martinez,Mickey D,--,5' 9",215 lbs.,--,,9,6,0,--,3.40,31,2.30,47,1.50,50,0,0.0
Mana,Martinez,ManaBoi,Mar 25 1996,5' 10",135 lbs.,70.0",Orthodox,6,2,0,--,2.11,62,1.27,50,0.00,0,0,6.3
Victor,Martinez,The Brick,Jul 17 1991,5' 10",155 lbs.,--,,12,4,0,--,0.00,0,0.00,0,0.00,0,0,0.0
Roque,Martinez,,Mar 04 1986,5' 10",250 lbs.,72.0",Orthodox,15,7,2,--,2.67,51,4.68,59,0.62,50,16,0.0
Wagner da Conceicao,Martins,Zuluzinho,May 19 1978,6' 7",390 lbs.,--,Orthodox,9,8,0,--,1.91,37,5.43,42,2.20,100,100,0.0
Adriano,Martins,,Dec 16 1982,5' 10",155 lbs.,72.0",Southpaw,28,9,0,--,1.80,38,2.14,65,0.83,80,81,0.4
Lucas,Martins,Mineiro,Nov 11 1988,6' 0",145 lbs.,72.0",Southpaw,19,3,0,--,2.87,35,4.14,60,0.00,0,76,0.5
Max,Martyniouk,Payne,--,--,155 lbs.,--,,1,1,0,--,0.00,0,0.00,0,0.00,0,0,0.0
Bristol,Marunde,,Apr 20 1982,6' 1",170 lbs.,75.0",Orthodox,16,10,0,--,1.42,21,4.40,47,1.60,33,14,0.0
Shoji,Maruyama,,Apr 24 1983,5' 7",139 lbs.,--,Orthodox,12,9,1,--,1.40,63,0.27,55,0.00,0,54,0.0
Mike,Massenzio,The Master of Disaster,Nov 01 1982,6' 2",185 lbs.,73.0",Southpaw,13,9,0,--,2.08,45,3.59,54,2.74,24,50,1.4
Jameel,Massouh,,Sep 12 1984,5' 10",145 lbs.,72.0",Orthodox,26,9,0,--,1.91,54,2.62,55,0.67,15,50,0.7
Tiffany,Masters,Rainbow Renegade,Jul 31 1994,5' 3",115 lbs.,65.0",Orthodox,2,1,0,--,3.53,62,2.58,50,3.06,60,0,0.0
Jorge,Masvidal,Gamebred,Nov 12 1984,5' 11",170 lbs.,74.0",Orthodox,35,15,0,--,4.22,48,3.01,65,1.54,59,75,0.3
Al,Matavao,Sweetness,Feb 23 1994,5' 8",205 lbs.,67.0",Orthodox,8,3,0,--,7.84,46,6.70,58,0.00,0,0,0.0
Tateki,Matsuda,Tech,Feb 27 1986,5' 7",125 lbs.,--,Orthodox,13,8,0,--,3.20,34,3.43,69,0.00,0,16,0.0
Daijiro,Matsui,,Dec 05 1972,5' 9",200 lbs.,--,Orthodox,13,29,7,--,0.84,45,1.69,55,1.83,30,43,0.4
Koichiro,Matsumoto,,Mar 07 1986,5' 7",145 lbs.,--,,15,3,1,--,1.90,26,3.50,31,0.00,0,0,0.0
Naoki,Matsushita,,--,5' 6",155 lbs.,--,Orthodox,12,16,11,--,3.30,32,2.20,63,1.50,100,0,0.0
AJ,Matthews,,--,5' 11",185 lbs.,--,,8,7,0,--,5.11,52,4.96,51,0.00,0,100,0.0
Jake,Matthews,The Celtic Kid,Aug 19 1994,5' 11",170 lbs.,73.0",Orthodox,17,5,0,--,3.03,44,2.16,61,1.93,41,66,0.6
Claudio,Mattos,Popeye,--,--,185 lbs.,--,Orthodox,5,4,0,--,0.00,0,3.53,0,0.00,0,0,0.0
John,Matua,,--,6' 2",400 lbs.,--,Orthodox,1,4,0,--,0.00,0,0.00,0,0.00,0,0,0.0
Francesco,Maturi,,--,--,--,--,,0,1,0,--,0.00,0,0.00,0,0.00,0,0,0.0
Vladimir,Matyushenko,The Janitor,Jan 04 1971,6' 0",205 lbs.,74.0",Orthodox,27,8,0,--,1.90,44,1.62,59,3.25,46,70,0.1
Miranda,Maverick,Fear The,Jul 01 1997,5' 3",125 lbs.,65.0",Southpaw,11,2,0,--,6.00,48,2.85,61,2.25,75,50,0.0
Nick,Maximov,,Dec 23 1997,6' 0",220 lbs.,76.0",Southpaw,6,0,0,--,2.47,58,0.33,58,2.00,40,0,0.0
Elaina,Maxwell,Beef,Dec 16 1978,5' 8",145 lbs.,--,Orthodox,7,4,0,--,2.07,60,2.40,53,0.00,0,50,1.0
Jeremy,May,,Oct 23 1986,6' 1",185 lbs.,--,,13,10,0,--,0.00,0,0.00,0,0.00,0,0,0.0
Jack,May,The Outlaw,Apr 14 1981,6' 8",255 lbs.,--,Switch,9,3,0,--,1.52,38,3.29,33,0.91,33,20,0.0
Don'Tale,Mayes,Lord Kong,Jan 16 1992,6' 6",260 lbs.,81.0",Orthodox,8,4,0,--,4.13,45,4.46,43,0.23,20,59,0.0
Gray,Maynard,,May 09 1979,5' 9",155 lbs.,70.0",Orthodox,13,7,1,--,1.92,32,2.64,66,2.91,47,81,0.7
Brooke,Mayo,The Bully,--,5' 7",125 lbs.,--,,0,1,0,--,1.92,34,3.20,63,3.20,60,0,2.1
Gina,Mazany,Danger,Aug 19 1988,5' 6",125 lbs.,68.0",Southpaw,7,5,0,--,3.43,49,3.17,49,4.70,58,33,0.3
Sabina,Mazo,Colombian Queen,Mar 25 1997,5' 7",135 lbs.,70.0",Orthodox,9,2,0,--,6.56,44,3.91,60,0.81,80,66,0.2
Scott,McAfee,,Aug 23 1983,5' 8",155 lbs.,--,Orthodox,14,7,0,--,0.00,0,1.33,50,0.00,0,0,0.0
Bobby,McAndrews,,--,--,--,--,Orthodox,1,3,0,--,2.56,83,1.03,50,0.00,0,33,7.7
Michael,McBride,,Mar 09 1986,6' 1",155 lbs.,--,Orthodox,8,3,0,--,4.08,48,5.85,40,1.85,42,30,1.2
Ian,McCall,Uncle Creepy,May 07 1984,5' 5",125 lbs.,64.0",Orthodox,13,5,1,--,3.59,39,3.25,67,2.08,30,88,0.0
Molly,McCann,Meatball,May 04 1990,5' 4",125 lbs.,62.0",Orthodox,10,4,0,--,5.15,50,4.28,65,1.64,29,28,0.7
Charles,McCarthy,Chainsaw,Aug 06 1980,5' 10",185 lbs.,71.0",Orthodox,10,5,0,--,0.18,12,4.03,56,2.67,60,0,2.7
Sean,McCorkle,,Jul 17 1976,6' 7",265 lbs.,81.0",Orthodox,17,7,0,--,0.85,44,2.48,52,2.12,40,33,4.2
Kris,McCray,Savage,Sep 24 1981,6' 0",170 lbs.,76.0",Orthodox,8,5,0,--,2.69,45,2.57,54,2.88,55,38,0.0
Tamdan,McCrory,The Barncat,Nov 05 1986,6' 4",185 lbs.,76.0",Switch,14,5,0,--,2.07,49,1.60,46,2.28,50,33,2.5
Rob,McCullough,Razor,May 26 1977,5' 9",155 lbs.,69.0",Orthodox,19,8,0,--,2.47,36,2.84,59,0.46,100,68,0.0
Justin,McCully,The Insane One,Feb 18 1976,6' 1",225 lbs.,73.0",Orthodox,11,5,2,--,1.58,37,2.02,46,1.28,44,43,0.0
Robert,McDaniel,Bubba,May 03 1983,6' 3",185 lbs.,75.0",Southpaw,28,10,0,--,1.64,44,1.98,56,0.93,50,50,1.4
Michael,McDonald,The Black Sniper,Feb 06 1965,5' 11",205 lbs.,--,Orthodox,1,1,0,--,0.00,0,0.40,50,0.00,0,0,0.0
Scott,McDonald,,--,--,--,--,,1,0,0,--,0.00,0,0.00,0,0.00,0,0,0.0
Michael,McDonald,Mayday,Jan 15 1991,5' 9",135 lbs.,70.0",Orthodox,17,4,0,--,2.69,42,2.76,57,1.09,66,52,1.4
Josh,McDonald,,--,--,185 lbs.,--,,9,5,0,--,0.80,57,3.40,33,9.00,50,0,0.0
Miles,McDonald,,Aug 13 1991,5' 7",115 lbs.,--,,2,1,0,--,5.10,45,4.00,43,0.00,0,100,1.0
Justin,McElfresh,,Jan 04 1980,6' 6",205 lbs.,--,Orthodox,6,4,0,--,4.59,26,12.79,41,0.00,0,0,0.0
Drew,McFedries,The Massacre,Jul 27 1978,6' 0",185 lbs.,72.0",Southpaw,12,7,0,--,5.13,51,4.56,52,1.42,100,56,0.7
Liam,McGeary,,Oct 04 1982,6' 6",205 lbs.,--,,12,2,0,--,1.28,48,1.92,50,0.51,100,0,2.5
Gan,McGee,The Giant,Nov 20 1976,6' 10",265 lbs.,--,Orthodox,13,5,0,--,2.20,29,2.31,59,0.65,25,83,0.0
Court,McGee,The Crusher,Dec 12 1984,5' 11",170 lbs.,75.0",Orthodox,20,10,0,--,4.90,36,3.94,61,1.60,21,63,0.4
Ryan,McGillivray,The Kid,Sep 27 1986,5' 11",170 lbs.,--,,12,0,1,--,1.27,20,2.20,52,0.00,0,44,0.0
Ryan,McGivern,,Jan 17 1980,6' 0",185 lbs.,--,Orthodox,13,7,0,--,2.22,29,2.22,57,0.00,0,0,0.0
Jack,McGlaughlin,,--,--,--,--,Orthodox,1,4,0,--,0.00,0,0.00,0,0.00,0,0,0.0
Conor,McGregor,The Notorious,Jul 14 1988,5' 9",155 lbs.,74.0",Southpaw,22,5,0,--,5.32,49,4.54,54,0.70,55,67,0.0
Greg,McIntyre,,Apr 21 1980,5' 10",155 lbs.,--,Orthodox,6,4,0,--,0.79,30,1.36,41,5.09,50,0,0.0
Antonio,McKee,Mandingo,Mar 12 1970,5' 8",155 lbs.,--,Southpaw,29,6,2,--,1.37,45,0.74,74,1.47,33,57,0.0
AJ,McKee,Mercenary,--,5' 10",145 lbs.,--,,8,0,0,--,2.75,32,0.92,80,11.01,100,100,11.0
Rhys,McKee,Skeletor,Sep 10 1995,6' 2",170 lbs.,78.0",Orthodox,10,4,1,--,6.83,53,11.90,43,0.00,0,20,0.0
Cory,McKenna,The Hobbit,Nov 07 1999,5' 3",115 lbs.,58.0",Orthodox,6,1,0,--,3.47,44,3.03,45,0.50,50,71,0.0
Tim,McKenzie,,Jul 21 1982,6' 0",185 lbs.,74.0",Orthodox,14,9,0,--,1.37,54,2.96,44,0.00,0,28,2.1
Cody,McKenzie,,Dec 16 1987,6' 0",155 lbs.,72.0",Switch,16,10,0,--,1.74,34,2.50,67,2.50,25,14,2.5
Terrance,McKinney,,Sep 15 1994,5' 11",145 lbs.,74.0",Switch,4,2,0,--,1.17,50,0.59,66,4.40,33,0,0.0
Brian,McLaughlin,,May 12 1984,5' 9",155 lbs.,--,,6,2,0,--,0.00,0,0.00,0,0.00,0,0,0.0
Jason,McLean,,--,5' 5",145 lbs.,--,,6,7,0,--,0.00,0,0.00,0,0.00,0,0,0.0
Garreth,McLellan,Soldier Boy,Sep 01 1982,6' 1",185 lbs.,72.0",Southpaw,13,6,0,--,3.56,54,2.94,45,1.15,22,34,0.9
Sara,McMann,,Sep 24 1980,5' 6",135 lbs.,66.0",Orthodox,12,6,0,--,2.32,45,1.94,48,4.41,65,50,0.5
James,McSweeney,The Hammer,Oct 24 1980,6' 4",230 lbs.,77.0",Switch,15,15,0,--,3.94,55,4.33,42,0.52,33,100,1.1
Charles,McTorry,,--,--,--,--,,3,0,0,--,0.00,0,0.00,0,0.00,0,0,0.0
Daniel,McWilliams,The Animal,--,6' 1",185 lbs.,--,,15,37,0,--,3.36,77,0.00,0,0.00,0,100,21.6
Tim,Means,The Dirty Bird,Feb 20 1984,6' 2",170 lbs.,75.0",Orthodox,31,12,1,--,5.16,48,3.58,61,0.92,41,64,0.2
Yancy,Medeiros,,Sep 07 1987,5' 10",155 lbs.,75.0",Orthodox,15,7,0,--,4.05,35,5.38,46,0.12,25,76,0.5
Anistavio,Medeiros,Gasparzinho,May 01 1988,5' 6",145 lbs.,--,Orthodox,19,10,0,--,3.64,44,5.00,47,0.00,0,0,0.0
Kaline,Medeiros,The Dark Angel,--,5' 3",115 lbs.,--,,8,5,0,--,2.06,70,0.29,83,4.41,100,0,4.4
Uros,Medic,The Doctor,Apr 25 1993,6' 1",155 lbs.,71.0",Southpaw,7,0,0,--,19.91,77,0.52,86,0.00,0,100,0.0
Todd,Medina,El Tiburon,--,5' 10",193 lbs.,--,Southpaw,11,9,0,--,0.00,0,0.00,0,0.00,0,0,0.0
Jason,Medina,,--,5' 9",180 lbs.,--,,21,15,1,--,0.00,0,0.00,0,0.00,0,0,0.0
Emil,Meek,Valhalla,Aug 20 1988,5' 11",170 lbs.,74.0",Switch,9,5,1,--,2.52,39,2.53,38,0.25,33,47,1.0
Sanford Alton,Meeks,,Apr 05 1994,6' 5",265 lbs.,75.0",Orthodox,1,1,0,--,0.71,42,4.47,38,7.06,25,0,0.0
Gerald,Meerschaert,GM3,Dec 18 1987,6' 1",185 lbs.,77.0",Southpaw,32,14,0,--,3.31,43,3.60,51,2.28,43,43,1.8
Frank,Megallon,,--,5' 10",185 lbs.,--,Southpaw,2,3,0,--,1.14,21,5.32,54,0.00,0,0,0.0
Derrick,Mehmen,Caveman,May 30 1985,6' 4",205 lbs.,--,,19,9,0,--,1.93,14,4.53,48,1.00,16,0,0.0
Miika,Mehmet,,--,--,205 lbs.,--,Orthodox,3,5,0,--,0.33,12,7.29,24,0.00,0,0,0.0
Jordan,Mein,Young Gun,Oct 10 1989,6' 0",170 lbs.,73.0",Orthodox,31,12,0,--,3.35,44,2.55,69,1.56,58,66,0.2
Bryce,Mejia,,--,6' 1",170 lbs.,--,,3,1,0,--,3.49,62,6.98,50,0.00,0,0,0.0
Brian,Melancon,,May 28 1982,5' 8",170 lbs.,--,Orthodox,7,3,0,--,4.18,49,3.64,64,2.02,100,66,0.0
Brandon,Melendez,The Murderer,Mar 24 1983,5' 11",155 lbs.,--,Southpaw,25,25,0,--,0.84,26,0.56,63,0.00,0,25,0.0
Gilbert,Melendez,El Nino,Apr 12 1982,5' 9",145 lbs.,73.0",Orthodox,22,8,0,--,3.44,33,2.53,63,1.64,41,71,0.2
Marcelo,Mello,,--,5' 7",170 lbs.,--,Southpaw,1,0,0,--,0.00,0,0.00,0,0.00,0,0,0.0
Fabio,Mello,,--,5' 5",155 lbs.,--,Southpaw,11,8,0,--,0.86,35,3.94,50,0.00,0,0,0.0
Vanessa,Melo,,Mar 27 1988,5' 5",135 lbs.,65.0",Orthodox,11,8,0,--,3.48,30,6.13,59,0.00,0,71,0.0
Antonio,Mendes,Samurai,Apr 19 1981,6' 3",205 lbs.,77.0",Southpaw,18,13,0,--,1.34,47,6.85,22,2.51,50,100,0.0
Chad,Mendes,Money,May 01 1985,5' 6",145 lbs.,66.0",Orthodox,18,5,0,--,2.78,49,2.35,67,4.13,55,100,0.3
